case_id,dice_bin,baseline_dice,direction_type,random_direction_id,sign,alpha,perturbation_rms_ratio,edema_fraction_before,edema_fraction_after,edema_fraction_delta,analytical_probe_pred_delta,dice_before,dice_after,dice_delta,changed_voxels,source
BraTS2021_00457,medium,0.9378941333843216,random,random_00,-1,-1.0,0.2393966168165207,0.4737882352936717,0.48272651084786034,0.008938275554188635,5.985264279597811,0.9378941333843216,0.9348615090735746,-0.003032624310747023,167,downstream_from_cached_decoder1
BraTS2021_00457,medium,0.9378941333843216,random,random_00,1,1.0,0.2393966168165207,0.4737882352936717,0.464830346930552,-0.008957888363119726,-5.9852642795978115,0.9378941333843216,0.9390615183878901,0.0011673850035684996,172,downstream_from_cached_decoder1
BraTS2021_00457,medium,0.9378941333843216,random,random_01,-1,-1.0,0.2393966168165207,0.4737882352936717,0.4537657728702151,-0.020022462423456622,16.328442630602417,0.9378941333843216,0.9400835586139396,0.0021894252296179584,512,downstream_from_cached_decoder1
BraTS2021_00457,medium,0.9378941333843216,random,random_01,1,1.0,0.2393966168165207,0.4737882352936717,0.49224666426208774,0.01845842896841604,-16.328442630602417,0.9378941333843216,0.928568074014968,-0.009326059369353601,489,downstream_from_cached_decoder1
BraTS2021_00457,medium,0.9378941333843216,random,random_02,-1,-1.0,0.2393966168165207,0.4737882352936717,0.4671498045194363,-0.0066384307742354265,-24.75061400600932,0.9378941333843216,0.9390951276102383,0.001200994225916685,154,downstream_from_cached_decoder1
BraTS2021_00457,medium,0.9378941333843216,random,random_02,1,1.0,0.2393966168165207,0.4737882352936717,0.4795272659589805,0.005739030665308786,24.75061400600932,0.9378941333843216,0.9351219745071203,-0.0027721588772012806,133,downstream_from_cached_decoder1
BraTS2021_01000,high,0.9638330507790572,probe,,-1,-1.0,0.2412925772368908,0.6550116550111285,0.6635536022597209,0.0085419472485924,-8.114035886373353,0.9664070107108218,0.9626838751052296,-0.0037231356055922,332,existing_editing_results
BraTS2021_01000,high,0.9638330507790572,probe,,1,1.0,0.2412925772368908,0.6550116550111285,0.6458608179414199,-0.0091508370697085,8.114035886373355,0.9664070107108218,0.9682350523936848,0.0018280416828628,331,existing_editing_results
BraTS2021_01000,high,0.9638330507790572,random,random_00,-1,-1.0,0.2412925772368908,0.6550116550111285,0.6588319655799069,0.0038203105687784067,5.985264279597811,0.9638330507790572,0.9652637531303153,0.001430702351258084,124,downstream_from_cached_decoder1
BraTS2021_01000,high,0.9638330507790572,random,random_00,1,1.0,0.2412925772368908,0.6550116550111285,0.6511024643315084,-0.003909190679620034,-5.985264279597808,0.9638330507790572,0.9674448926374252,0.003611841858367937,128,downstream_from_cached_decoder1
BraTS2021_01000,high,0.9638330507790572,random,random_01,-1,-1.0,0.2412925772368908,0.6550116550111285,0.6468240771527711,-0.008187577858357331,16.328442630602414,0.9638330507790572,0.9676088302042635,0.003775779425206238,417,downstream_from_cached_decoder1
BraTS2021_01000,high,0.9638330507790572,random,random_01,1,1.0,0.2412925772368908,0.6550116550111285,0.6621011673146598,0.007089512303531387,-16.328442630602414,0.9638330507790572,0.960769445663902,-0.0030636051151552435,420,downstream_from_cached_decoder1
BraTS2021_01000,high,0.9638330507790572,random,random_02,-1,-1.0,0.2412925772368908,0.6550116550111285,0.6525162337657041,-0.002495421245424345,-24.75061400600932,0.9638330507790572,0.9675867411424277,0.0037536903633704766,123,downstream_from_cached_decoder1
BraTS2021_01000,high,0.9638330507790572,random,random_02,1,1.0,0.2412925772368908,0.6550116550111285,0.6571201272866689,0.0021084722755404517,24.75061400600932,0.9638330507790572,0.9654921903378272,0.001659139558769951,136,downstream_from_cached_decoder1
BraTS2021_00667,high,0.9648423005566026,probe,,-1,-1.0,0.24630881287157536,0.8413443830563154,0.8464778634156241,0.0051334803593087,-8.114035886373355,0.9592432883572312,0.9554996569860712,-0.0037436313711601,316,existing_editing_results
BraTS2021_00667,high,0.9648423005566026,probe,,1,1.0,0.24630881287157536,0.8413443830563154,0.8369309077190715,-0.0044134753372438,8.114035886373355,0.9592432883572312,0.959373240758135,0.0001299524009037,266,existing_editing_results
BraTS2021_00667,high,0.9648423005566026,random,random_00,-1,-1.0,0.24630881287157536,0.8413443830563154,0.8437756497940321,0.002431266737716653,5.985264279597812,0.9648423005566026,0.9582871908453496,-0.006555109711252949,118,downstream_from_cached_decoder1
BraTS2021_00667,high,0.9648423005566026,random,random_00,1,1.0,0.24630881287157536,0.8413443830563154,0.8394316493305726,-0.0019127337257428545,-5.985264279597811,0.9648423005566026,0.9598137369033948,-0.005028563653207807,99,downstream_from_cached_decoder1
BraTS2021_00667,high,0.9648423005566026,random,random_01,-1,-1.0,0.24630881287157536,0.8413443830563154,0.8392551776545323,-0.002089205401783145,16.328442630602414,0.9648423005566026,0.9588847548627331,-0.005957545693869526,338,downstream_from_cached_decoder1
BraTS2021_00667,high,0.9648423005566026,random,random_01,1,1.0,0.24630881287157536,0.8413443830563154,0.8440578681096618,0.002713485053346343,-16.328442630602417,0.9648423005566026,0.9541276053518003,-0.010714695204802283,415,downstream_from_cached_decoder1
BraTS2021_00667,high,0.9648423005566026,random,random_02,-1,-1.0,0.24630881287157536,0.8413443830563154,0.8403494099053616,-0.0009949731509538706,-24.750614006009314,0.9648423005566026,0.959847214458748,-0.004995086097854595,102,downstream_from_cached_decoder1
BraTS2021_00667,high,0.9648423005566026,random,random_02,1,1.0,0.24630881287157536,0.8413443830563154,0.8422491570210131,0.0009047739646976805,24.75061400600932,0.9648423005566026,0.9583025830258495,-0.006539717530753109,114,downstream_from_cached_decoder1
BraTS2021_00325,high,0.9526662316863538,probe,,-1,-1.0,0.23802013508975506,0.6153846153842412,0.6352802359878258,0.0198956206035846,-8.114035886373353,0.9545548869060106,0.9589345172031196,0.0043796302971089,689,existing_editing_results
BraTS2021_00325,high,0.9526662316863538,probe,,1,1.0,0.23802013508975506,0.6153846153842412,0.5957686529790963,-0.0196159624051448,8.114035886373353,0.9545548869060106,0.947029822029838,-0.0075250648761725,635,existing_editing_results
BraTS2021_00325,high,0.9526662316863538,random,random_00,-1,-1.0,0.23802013508975506,0.6153846153842412,0.6228798267769621,0.007495211392720913,5.9852642795978115,0.9526662316863538,0.9564191779206357,0.0037529462342819064,260,downstream_from_cached_decoder1
BraTS2021_00325,high,0.9526662316863538,random,random_00,1,1.0,0.23802013508975506,0.6153846153842412,0.6083834540317856,-0.007001161352455543,-5.985264279597807,0.9526662316863538,0.9525936513608623,-7.258032549151139e-05,237,downstream_from_cached_decoder1
BraTS2021_00325,high,0.9526662316863538,random,random_01,-1,-1.0,0.23802013508975506,0.6153846153842412,0.6075180356913001,-0.007866579692941023,16.328442630602417,0.9526662316863538,0.9443940767603675,-0.00827215492598632,679,downstream_from_cached_decoder1
BraTS2021_00325,high,0.9526662316863538,random,random_01,1,1.0,0.23802013508975506,0.6153846153842412,0.6238451643079033,0.008460548923662103,-16.328442630602414,0.9526662316863538,0.9585926141320271,0.005926382445673339,701,downstream_from_cached_decoder1
BraTS2021_00325,high,0.9526662316863538,random,random_02,-1,-1.0,0.23802013508975506,0.6153846153842412,0.6110565110561357,-0.0043281043281054865,-24.75061400600932,0.9526662316863538,0.952395138226897,-0.00027109345945675045,198,downstream_from_cached_decoder1
BraTS2021_00325,high,0.9526662316863538,random,random_02,1,1.0,0.23802013508975506,0.6153846153842412,0.6195998317607284,0.004215216376487252,24.75061400600932,0.9526662316863538,0.9567062568153145,0.004040025128960734,234,downstream_from_cached_decoder1
BraTS2021_00118,high,0.9585356325687932,probe,,-1,-1.0,0.23972679302096367,0.5809881847472712,0.5988615782661842,0.017873393518913,-8.114035886373353,0.9450477489768226,0.9395261678490324,-0.0055215811277902,791,existing_editing_results
BraTS2021_00118,high,0.9585356325687932,probe,,1,1.0,0.23972679302096367,0.5809881847472712,0.5644585703130565,-0.0165296144342147,8.114035886373355,0.9450477489768226,0.947447447447462,0.0023996984706393,741,existing_editing_results
BraTS2021_00118,high,0.9585356325687932,random,random_00,-1,-1.0,0.23972679302096367,0.5809881847472712,0.5883569269918941,0.007368742244622917,5.985264279597809,0.9585356325687932,0.9431026537638061,-0.015432978804987063,298,downstream_from_cached_decoder1
BraTS2021_00118,high,0.9585356325687932,random,random_00,1,1.0,0.23972679302096367,0.5809881847472712,0.5742159899991444,-0.006772194748126847,-5.985264279597811,0.9585356325687932,0.9467731752175611,-0.011762457351232047,273,downstream_from_cached_decoder1
BraTS2021_00118,high,0.9585356325687932,random,random_01,-1,-1.0,0.23972679302096367,0.5809881847472712,0.5678023850081955,-0.013185799739075743,16.328442630602417,0.9585356325687932,0.9439393939394096,-0.014596238629383529,1032,downstream_from_cached_decoder1
BraTS2021_00118,high,0.9585356325687932,random,random_01,1,1.0,0.23972679302096367,0.5809881847472712,0.5953405017918099,0.014352317044538654,-16.328442630602417,0.9585356325687932,0.9375399361022531,-0.020995696466540092,936,downstream_from_cached_decoder1
BraTS2021_00118,high,0.9585356325687932,random,random_02,-1,-1.0,0.23972679302096367,0.5809881847472712,0.5767198649160756,-0.004268319831195577,-24.750614006009318,0.9585356325687932,0.9464948198631602,-0.012040812705632953,275,downstream_from_cached_decoder1
BraTS2021_00118,high,0.9585356325687932,random,random_02,1,1.0,0.23972679302096367,0.5809881847472712,0.5856757185958469,0.004687533848575676,24.75061400600932,0.9585356325687932,0.9433655643130079,-0.015170068255785263,290,downstream_from_cached_decoder1
BraTS2021_00018,high,0.954863285326666,probe,,-1,-1.0,0.23833484388887882,0.5149134060292309,0.5392527287990453,0.0243393227698144,-8.114035886373353,0.9564109232769944,0.9592247023042528,0.0028137790272585,685,existing_editing_results
BraTS2021_00018,high,0.954863285326666,probe,,1,1.0,0.23833484388887882,0.5149134060292309,0.4912319038511383,-0.0236815021780925,8.114035886373353,0.9564109232769944,0.9509291139906034,-0.0054818092863909,684,existing_editing_results
BraTS2021_00018,high,0.954863285326666,random,random_00,-1,-1.0,0.23833484388887882,0.5149134060292309,0.5220943186035106,0.007180912574279774,5.985264279597813,0.954863285326666,0.9580493871945799,0.003186101867913904,253,downstream_from_cached_decoder1
BraTS2021_00018,high,0.954863285326666,random,random_00,1,1.0,0.23833484388887882,0.5149134060292309,0.5066314427428797,-0.008281963286351113,-5.9852642795978115,0.954863285326666,0.954452859754517,-0.0004104255721489869,287,downstream_from_cached_decoder1
BraTS2021_00018,high,0.954863285326666,random,random_01,-1,-1.0,0.23833484388887882,0.5149134060292309,0.510807356781402,-0.004106049247828869,16.328442630602414,0.954863285326666,0.9439571795755203,-0.0109061057511457,774,downstream_from_cached_decoder1
BraTS2021_00018,high,0.954863285326666,random,random_01,1,1.0,0.23833484388887882,0.5149134060292309,0.5190946930278256,0.004181286998594769,-16.328442630602417,0.954863285326666,0.9615009496432521,0.006637664316586078,598,downstream_from_cached_decoder1
BraTS2021_00018,high,0.954863285326666,random,random_02,-1,-1.0,0.23833484388887882,0.5149134060292309,0.5087653055717629,-0.006148100457467942,-24.75061400600932,0.954863285326666,0.9543115383610787,-0.0005517469655872409,242,downstream_from_cached_decoder1
BraTS2021_00018,high,0.954863285326666,random,random_02,1,1.0,0.23833484388887882,0.5149134060292309,0.5200148454480038,0.005101439418772946,24.75061400600932,0.954863285326666,0.9581638732741087,0.0033005879474427013,228,downstream_from_cached_decoder1
BraTS2021_01446,high,0.9483330699952804,probe,,-1,-1.0,0.23906719870865345,0.5023782187957172,0.5247674326146737,0.0223892138189565,-8.114035886373353,0.9402094447737838,0.9426191217689416,0.0024096769951579,499,existing_editing_results
BraTS2021_01446,high,0.9483330699952804,probe,,1,1.0,0.23906719870865345,0.5023782187957172,0.479814580699132,-0.0225636380965851,8.114035886373353,0.9402094447737838,0.9358584240871494,-0.0043510206866343,469,existing_editing_results
BraTS2021_01446,high,0.9483330699952804,random,random_00,-1,-1.0,0.23906719870865345,0.5023782187957172,0.5100633014116944,0.007685082615977223,5.985264279597813,0.9483330699952804,0.9411394644753112,-0.007193605519969282,180,downstream_from_cached_decoder1
BraTS2021_01446,high,0.9483330699952804,random,random_00,1,1.0,0.23906719870865345,0.5023782187957172,0.49461653138935346,-0.0077616874063637376,-5.985264279597809,0.9483330699952804,0.939209847131253,-0.009123222864027447,169,downstream_from_cached_decoder1
BraTS2021_01446,high,0.9483330699952804,random,random_01,-1,-1.0,0.23906719870865345,0.5023782187957172,0.4918872758322016,-0.010490942963515604,16.328442630602414,0.9483330699952804,0.930985858748668,-0.017347211246612426,505,downstream_from_cached_decoder1
BraTS2021_01446,high,0.9483330699952804,random,random_01,1,1.0,0.23906719870865345,0.5023782187957172,0.5141016576317746,0.01172343883605742,-16.328442630602417,0.9483330699952804,0.943266253869991,-0.005066816125289475,565,downstream_from_cached_decoder1
BraTS2021_01446,high,0.9483330699952804,random,random_02,-1,-1.0,0.23906719870865345,0.5023782187957172,0.49622375300813654,-0.006154465787580665,-24.750614006009325,0.9483330699952804,0.9383147853736334,-0.010018284621647,180,downstream_from_cached_decoder1
BraTS2021_01446,high,0.9483330699952804,random,random_02,1,1.0,0.23906719870865345,0.5023782187957172,0.5077783179383343,0.005400099142617076,24.750614006009325,0.9483330699952804,0.9418929006404189,-0.00644016935486158,167,downstream_from_cached_decoder1
BraTS2021_00178,high,0.9615679264555792,probe,,-1,-1.0,0.23897730000317097,0.6731822233537035,0.6826474067612959,0.0094651834075923,-8.114035886373355,0.9618354856282366,0.958557759330854,-0.0032777262973826,401,existing_editing_results
BraTS2021_00178,high,0.9615679264555792,probe,,1,1.0,0.23897730000317097,0.6731822233537035,0.6637768072481169,-0.0094054161055865,8.114035886373355,0.9618354856282366,0.961999870306737,0.0001643846785003,417,existing_editing_results
BraTS2021_00178,high,0.9615679264555792,random,random_00,-1,-1.0,0.23897730000317097,0.6731822233537035,0.6774865803595342,0.004304357005830761,5.985264279597812,0.9615679264555792,0.9605565483788739,-0.0010113780767052605,170,downstream_from_cached_decoder1
BraTS2021_00178,high,0.9615679264555792,random,random_00,1,1.0,0.23897730000317097,0.6731822233537035,0.66884867154366,-0.004333551810043468,-5.98526427959781,0.9615679264555792,0.9623266737445026,0.0007587472889234448,156,downstream_from_cached_decoder1
BraTS2021_00178,high,0.9615679264555792,random,random_01,-1,-1.0,0.23897730000317097,0.6731822233537035,0.6668639053250053,-0.0063183180286982,16.328442630602414,0.9615679264555792,0.960437628211403,-0.0011302982441762088,514,downstream_from_cached_decoder1
BraTS2021_00178,high,0.9615679264555792,random,random_01,1,1.0,0.23897730000317097,0.6731822233537035,0.6795054095822692,0.006323186228565758,-16.328442630602414,0.9615679264555792,0.9575704003030819,-0.003997526152497266,486,downstream_from_cached_decoder1
BraTS2021_00178,high,0.9615679264555792,random,random_02,-1,-1.0,0.23897730000317097,0.6731822233537035,0.6713147410354252,-0.0018674823182782685,-24.750614006009325,0.9615679264555792,0.9619804912597103,0.0004125648041310992,152,downstream_from_cached_decoder1
BraTS2021_00178,high,0.9615679264555792,random,random_02,1,1.0,0.23897730000317097,0.6731822233537035,0.6757967813186015,0.0026145579648980677,24.75061400600932,0.9615679264555792,0.9606967396159125,-0.0008711868396666933,145,downstream_from_cached_decoder1
BraTS2021_00186,high,0.9698111890552578,probe,,-1,-1.0,0.23897838220000267,0.6828549900673451,0.6996648793560993,0.0168098892887542,-8.114035886373355,0.9657186565607516,0.961867757796664,-0.0038508987640876,498,existing_editing_results
BraTS2021_00186,high,0.9698111890552578,probe,,1,1.0,0.23897838220000267,0.6828549900673451,0.6672493357567701,-0.0156056543105749,8.114035886373353,0.9657186565607516,0.9671526435974118,0.00143398703666,453,existing_editing_results
BraTS2021_00186,high,0.9698111890552578,random,random_00,-1,-1.0,0.23897838220000267,0.6828549900673451,0.6880440696404461,0.0051890795731009964,5.985264279597813,0.9698111890552578,0.964700176672337,-0.0051110123829207765,161,downstream_from_cached_decoder1
BraTS2021_00186,high,0.9698111890552578,random,random_00,1,1.0,0.23897838220000267,0.6828549900673451,0.677363699102362,-0.00549129096498302,-5.98526427959781,0.9698111890552578,0.9663211531078888,-0.0034900359473689635,170,downstream_from_cached_decoder1
BraTS2021_00186,high,0.9698111890552578,random,random_01,-1,-1.0,0.23897838220000267,0.6828549900673451,0.6801270737729049,-0.002727916294440136,16.328442630602417,0.9698111890552578,0.9678057046032308,-0.0020054844520269732,461,downstream_from_cached_decoder1
BraTS2021_00186,high,0.9698111890552578,random,random_01,1,1.0,0.23897838220000267,0.6828549900673451,0.6858357128622844,0.002980722794939328,-16.328442630602417,0.9698111890552578,0.95934569844639,-0.010465490608867811,497,downstream_from_cached_decoder1
BraTS2021_00186,high,0.9698111890552578,random,random_02,-1,-1.0,0.23897838220000267,0.6828549900673451,0.6791488185707619,-0.003706171496583144,-24.750614006009318,0.9698111890552578,0.9664420155742688,-0.003369173480988974,159,downstream_from_cached_decoder1
BraTS2021_00186,high,0.9698111890552578,random,random_02,1,1.0,0.23897838220000267,0.6828549900673451,0.6857977314401373,0.002942741372792268,24.750614006009325,0.9698111890552578,0.9645503011839768,-0.005260887871280984,159,downstream_from_cached_decoder1
BraTS2021_00306,high,0.9728579717619928,probe,,-1,-1.0,0.2434338964521885,0.2389748926756355,0.2599770495980365,0.021002156922401,-8.114035886373355,0.966001430150188,0.96531308321001,-0.0006883469401778,218,existing_editing_results
BraTS2021_00306,high,0.9728579717619928,probe,,1,1.0,0.2434338964521885,0.2389748926756355,0.2184594953516355,-0.020515397324,8.114035886373355,0.966001430150188,0.965979246026556,-2.2184123631974195e-05,207,existing_editing_results
BraTS2021_00306,high,0.9728579717619928,random,random_00,-1,-1.0,0.2434338964521885,0.23897489267563551,0.24705882352909236,0.00808393085345685,5.9852642795978115,0.9728579717619928,0.9659775776035474,-0.006880394158445435,89,downstream_from_cached_decoder1
BraTS2021_00306,high,0.9728579717619928,random,random_00,1,1.0,0.2434338964521885,0.23897489267563551,0.22945655027536171,-0.0095183424002738,-5.985264279597808,0.9728579717619928,0.9661747420661054,-0.006683229695887416,105,downstream_from_cached_decoder1
BraTS2021_00306,high,0.9728579717619928,random,random_01,-1,-1.0,0.2434338964521885,0.23897489267563551,0.22116416308983214,-0.017810729585803375,16.328442630602417,0.9728579717619928,0.963833157338989,-0.009024814423003846,254,downstream_from_cached_decoder1
BraTS2021_00306,high,0.9728579717619928,random,random_01,1,1.0,0.2434338964521885,0.23897489267563551,0.2560080951173084,0.017033202441672862,-16.328442630602414,0.9728579717619928,0.9655172413793325,-0.007340730382660365,240,downstream_from_cached_decoder1
BraTS2021_00306,high,0.9728579717619928,random,random_02,-1,-1.0,0.2434338964521885,0.23897489267563551,0.2320420223240551,-0.006932870351580411,-24.75061400600932,0.9728579717619928,0.9659721768663275,-0.00688579489566532,81,downstream_from_cached_decoder1
BraTS2021_00306,high,0.9728579717619928,random,random_02,1,1.0,0.2434338964521885,0.23897489267563551,0.24373223055021487,0.004757337874579354,24.75061400600932,0.9728579717619928,0.9661785668005921,-0.006679404961400737,64,downstream_from_cached_decoder1
BraTS2021_01118,high,0.94416154521515,probe,,-1,-1.0,0.24099145084619522,0.7441901408437602,0.7536306167764333,0.009440475932673,-8.114035886373353,0.9433762568354708,0.9391017287812188,-0.0042745280542518,190,existing_editing_results
BraTS2021_01118,high,0.94416154521515,probe,,1,1.0,0.24099145084619522,0.7441901408437602,0.7367468789565104,-0.0074432618872498,8.114035886373353,0.9433762568354708,0.9444792132320567,0.001102956396586,158,existing_editing_results
BraTS2021_01118,high,0.94416154521515,random,random_00,-1,-1.0,0.24099145084619522,0.7441901408437602,0.7483893435473649,0.004199202703604632,5.98526427959781,0.94416154521515,0.9425488992194171,-0.0016126459957329642,72,downstream_from_cached_decoder1
BraTS2021_01118,high,0.94416154521515,random,random_00,1,1.0,0.24099145084619522,0.7441901408437602,0.741063489239301,-0.0031266516044592407,-5.985264279597811,0.94416154521515,0.9440652424430954,-9.6302772054635e-05,63,downstream_from_cached_decoder1
BraTS2021_01118,high,0.94416154521515,random,random_01,-1,-1.0,0.24099145084619522,0.7441901408437602,0.7368997626424376,-0.0072903782013226115,16.328442630602417,0.94416154521515,0.944409519533054,0.00024797431790390956,207,downstream_from_cached_decoder1
BraTS2021_01118,high,0.94416154521515,random,random_01,1,1.0,0.24099145084619522,0.7441901408437602,0.7526226734335827,0.008432532589822461,-16.328442630602414,0.94416154521515,0.9384508990318651,-0.005710646183284984,232,downstream_from_cached_decoder1
BraTS2021_01118,high,0.94416154521515,random,random_02,-1,-1.0,0.24099145084619522,0.7441901408437602,0.7418608788458604,-0.0023292619978998452,-24.750614006009318,0.94416154521515,0.9438780033691427,-0.000283541846007318,59,downstream_from_cached_decoder1
BraTS2021_01118,high,0.94416154521515,random,random_02,1,1.0,0.24099145084619522,0.7441901408437602,0.7466063348403297,0.002416193996569449,24.75061400600933,0.94416154521515,0.9424763240968586,-0.0016852211182915022,69,downstream_from_cached_decoder1
