layer,intervention,metric,metric_label,rank,mean_degradation,mean_delta,mean_baseline,mean_ablated
encoder4,mean,enhancing_fraction,Enhancing fraction,6,0.007241816187222724,0.001853834083718473,0.24498667172757516,0.2468405058112936
encoder4,mean,centroid_z,Centroid Z (normalized),7,0.003648367336092528,0.00032423639182676476,0.5043551347248298,0.5046793711166566
encoder4,mean,dice,Dice,8,-0.0050588503559657536,0.0050588503559657536,0.8831681764083926,0.8882270267643585
encoder4,mean,false_positive_voxels,False-positive voxels,9,-85.28266666666667,-85.28266666666667,1094.712,1009.4293333333334
encoder4,noise,tumor_volume,Tumor volume (pred WT voxels),1,275.792,-173.80266666666665,11701.106666666667,11527.304
encoder4,noise,false_negative_voxels,False-negative voxels,2,54.717333333333336,54.717333333333336,996.0666666666667,1050.784
encoder4,noise,boundary_complexity,Boundary complexity,3,0.1644355671415546,-0.0627581102644253,6.212924539013352,6.150166428748927
encoder4,noise,edema_fraction,Edema fraction,4,0.013053988925651832,-0.00593520300293898,0.6238905015218923,0.6179552985189533
encoder4,noise,necrosis_fraction,Necrosis fraction,5,0.007593100470261197,0.0037441172745254305,0.13112282674917344,0.13486694402369886
encoder4,noise,enhancing_fraction,Enhancing fraction,6,0.00752104587134573,0.0021910857283501018,0.24498667172757516,0.24717775745592527
encoder4,noise,centroid_z,Centroid Z (normalized),7,0.0034627461808695603,0.00033477548114909755,0.5043551347248298,0.504689910205979
encoder4,noise,dice,Dice,8,-0.005698084161047388,0.005698084161047388,0.8831681764083926,0.8888662605694402
encoder4,noise,false_positive_voxels,False-positive voxels,9,-119.08533333333334,-119.08533333333334,1094.712,975.6266666666667
encoder4,zero,tumor_volume,Tumor volume (pred WT voxels),1,280.01866666666666,-181.03733333333332,11701.106666666667,11520.069333333333
encoder4,zero,false_negative_voxels,False-negative voxels,2,59.797333333333334,59.797333333333334,996.0666666666667,1055.864
encoder4,zero,boundary_complexity,Boundary complexity,3,0.16385769722759805,-0.06454800144018373,6.212924539013352,6.148376537573169
encoder4,zero,edema_fraction,Edema fraction,4,0.013088813851203855,-0.005923775963624307,0.6238905015218923,0.6179667255582679
encoder4,zero,necrosis_fraction,Necrosis fraction,5,0.007654885894132149,0.003698519349341674,0.13112282674917344,0.1348213460985151
encoder4,zero,enhancing_fraction,Enhancing fraction,6,0.007546176467786592,0.0022252566142186786,0.24498667172757516,0.24721192834179384
encoder4,zero,centroid_z,Centroid Z (normalized),7,0.00343689705603014,0.0002695404288428429,0.5043551347248298,0.5046246751536727
encoder4,zero,dice,Dice,8,-0.005620214948226551,0.005620214948226551,0.8831681764083926,0.8887883913566192
encoder4,zero,false_positive_voxels,False-positive voxels,9,-121.24,-121.24,1094.712,973.472
